MASE,RMSE,MAPE,SMAPE,MAE,RMSSE,WAPE,WQL,SQL
-0.9496098808682603,-0.025828467897615535,-0.7563185805670596,-0.5020102095119805,-0.023554063111021973,-0.8538405278178149,-0.6232232862922755,-0.5199679507978211,-0.7922789707521752
