1,-0.09438710923646652
2,-0.06380449953877472
3,-0.0719811406830859
4,-0.08342022907115768
5,-0.09534188497660251
6,-0.10256887657604934
7,-0.0930927481677302
8,-0.11118395225504638
9,-0.12842014823953427
10,-0.13454277731900918
11,-0.12440835620368279
12,-0.11831522847226511
13,-0.1388778258310336
14,-0.132663402305332
15,-0.1199297047985667
16,-0.13025192577998976
17,-0.12100147515218856
18,-0.13002818534702235
19,-0.13528829348278115
20,-0.12268226894648818
21,-0.12029440949672789
22,-0.12964883498869162
23,-0.1305993191384789
24,-0.12930136300894116
25,-0.13840314311862778
26,-0.1362193698672726
27,-0.13601231184074108
28,-0.1358111849275598
29,-0.13791803929821278
30,-0.13265811719801468
31,-0.1321834922742977
32,-0.1329404457066003
33,-0.12804788527104577
34,-0.1370813829633034
35,-0.13448809806573397
36,-0.14056242523631365
37,-0.13848445037605947
38,-0.1448444795660539
39,-0.14481042896963686
40,-0.14229941547454017
41,-0.14539604252850663
42,-0.14926228866755775
43,-0.1440194604805718
44,-0.14239883713009055
45,-0.14624025438668994
46,-0.14369728181543945
47,-0.14258635054687713
48,-0.14386028186946476
49,-0.14544346648222428
